Gene	K562 CS	K562 adjusted p-value
PTCHD4	-0.906	0.945042709
LPHN1	-0.906	0.143815337
KDM3B	-0.906	0.56860422
REM2	-0.905	0.828748855
FAM160B2	-0.905	0.897469311
KIAA1279	-0.904	0.084186137
RABL2A	-0.904	0.140558297
SLC3A2	-0.904	0.074750708
SSX1	-0.904	0.671236874
PDCD7	-0.903	0.393633567
TAGLN	-0.903	0.481592453
LHX2	-0.903	0.522776576
DENR	-0.903	0.126339968
TTC7A	-0.903	0.318305961
LUC7L	-0.903	0.856465172
IQCJ	-0.902	0.737256068
MBNL1	-0.902	0.092138507
DVL2	-0.902	0.733433444
RBP5	-0.901	0.912457614
POMGNT2	-0.901	0.354745454
RHPN1	-0.901	0.26153132
HTATSF1	-0.900	0.254283202
ELF2	-0.900	0.238363863
MLST8	-0.899	0.074273831
FAM47A	-0.898	0.714150708
EVC2	-0.898	0.617101522
TP53	-0.898	0.234667245
IK	-0.898	0.182782623
GSS	-0.897	0.007476668
UBA5	-0.897	0.08246724
MAPKAPK5	-0.897	0.027441308
UHRF1BP1	-0.897	0.741850398
GTF2H1	-0.897	0.148337643
PSRC1	-0.897	0.031918155
ADRM1	-0.896	0.844220608
CRH	-0.896	0.978278393
TECR	-0.896	0.064895417
SPATS2	-0.895	0.094287595
SEC22C	-0.895	0.650685617
HHLA3	-0.895	0.846603647
CAPZA1	-0.895	0.214716321
KRT3	-0.895	0.444601137
PRAMEF15	-0.895	0.064895417
PRAMEF9	-0.895	0.064895417
CGN	-0.895	0.233907967
CTSF	-0.894	0.234036693
KIAA0195	-0.894	0.3525236
OSBPL10	-0.894	0.308024236
SLC4A5	-0.894	0.654339335
TET3	-0.894	0.033472223
H2AFY2	-0.893	0.09657243
ZC3H7B	-0.893	0.385949851
SGMS1	-0.893	0.039089289
PHKG1	-0.893	0.126407842
MON2	-0.893	0.058304277
CEBPA	-0.892	0.73142587
LZTR1	-0.892	0.390029527
CXCR4	-0.892	0.142753156
POTEJ	-0.892	0.563959824
TRIM7	-0.892	0.971585187
KIAA1671	-0.892	0.486861117
EPHA2	-0.892	0.835824568
CA9	-0.892	0.184125702
LYPLA2	-0.892	0.288599274
NRG2	-0.891	0.291215433
OTOP2	-0.891	0.172851952
GCK	-0.891	0.942610091
CWF19L2	-0.891	0.042446499
CD72	-0.890	0.451319195
KRTAP4-8	-0.890	0.125665326
KMT2D	-0.889	0.076967293
FOXK2	-0.889	0.540707469
ANKRD20A4	-0.889	0.394802328
ABCC2	-0.888	0.903186118
RASGRP1	-0.888	0.71746554
CCDC93	-0.888	0.328086091
SSBP2	-0.887	0.685590591
CATSPERD	-0.887	0.235162991
GMPPA	-0.887	0.976750313
HSPA14	-0.886	0.009652412
CNTN2	-0.886	0.037359918
LTBP3	-0.886	0.062745792
PPM1G	-0.886	0.98459006
CCDC142	-0.886	0.777017513
MYT1	-0.885	0.351191436
KRTAP19-3	-0.885	0.487466349
SPATC1	-0.885	0.218553808
AMPD1	-0.885	0.07132771
MCC	-0.885	0.443994102
DBNDD2	-0.885	0.839084149
H3F3C	-0.885	0.56464319
NCAPD3	-0.885	0.023388929
SPPL2C	-0.883	0.42346087
SP9	-0.883	0.829836798
ASCC1	-0.883	0.027649913
KIF4A	-0.883	0.153800416
PTPN7	-0.882	0.207939106
FKBP8	-0.882	0.176841513
TMC6	-0.882	0.552889143
KMT2B	-0.882	0.724642821
OPA1	-0.882	0.172294085
SOX9	-0.882	0.834289596
RGS9	-0.882	0.29573005
C1orf65	-0.882	0.762675059
PLEKHG5	-0.881	0.485951979
ORC4	-0.881	0.297129712
CCDC96	-0.881	0.392975552
NSMF	-0.881	0.489652454
SOAT2	-0.881	0.305097796
XRRA1	-0.881	0.164453503
SETD2	-0.880	0.229095281
CTSE	-0.880	0.482490085
RING1	-0.880	0.19340612
EN1	-0.879	0.063457299
KLC2	-0.879	0.383071042
C19orf43	-0.878	0.321606972
ZC3HAV1L	-0.878	0.538846618
LRRC59	-0.878	0.565247942
UBAC2	-0.878	0.829690199
AXIN1	-0.877	0.555971761
CD74	-0.877	0.66406775
SGOL1	-0.877	0.145369733
CFDP1	-0.876	0.349945436
SMAP2	-0.876	0.148471354
TRAFD1	-0.875	0.047554215
PGK2	-0.875	0.721189036
LONRF2	-0.875	0.930239981
PCDH1	-0.875	0.68275738
BAZ1B	-0.875	0.072010412
ZNF781	-0.874	0.596087225
ESRRG	-0.874	0.99950732
TIFAB	-0.874	0.806645812
PHAX	-0.872	0.418620735
SRFBP1	-0.872	0.134542901
CTTN	-0.872	0.928328267
CCAR2	-0.872	0.785096655
RSPH1	-0.872	0.662446453
DAND5	-0.872	0.061774206
ACBD3	-0.871	0.427990006
ZKSCAN4	-0.871	0.563665915
CRTC2	-0.871	0.48756066
ALOX5	-0.871	0.357823451
AK4	-0.871	0.338993688
ETHE1	-0.871	0.04114303
GAPDHS	-0.871	0.716322564
LRRN4	-0.871	0.589412384
HIATL1	-0.870	0.276736412
PPARGC1B	-0.870	0.582731208
ALAD	-0.870	0.33242314
NUTM2F	-0.870	0.574688587
FAM171B	-0.870	0.990802887
HOXC13	-0.869	0.803454253
MPO	-0.869	0.268777967
NUMB	-0.869	0.741850398
RNF145	-0.869	0.844382531
LAMTOR4	-0.869	0.046260726
XYLB	-0.868	0.50426769
NFIX	-0.868	0.412310825
HDAC7	-0.868	0.260613494
FOSB	-0.868	0.414728582
S1PR4	-0.868	0.931215411
LDB3	-0.867	0.894128455
PLB1	-0.867	0.652857745
WDR87	-0.867	0.158170333
B4GALT1	-0.867	0.789436832
BNIPL	-0.867	0.24347928
KLHL33	-0.867	0.314115275
AP3M1	-0.867	0.098478842
HIST1H3E	-0.866	0.363189488
UPK3B	-0.866	0.778910655
MAPK6	-0.865	0.236936047
PLXNB1	-0.865	0.218164717
DCTN6	-0.865	0.237577593
PTCH2	-0.864	0.809282327
GPR56	-0.864	0.591008275
FAM104B	-0.864	0.413158369
COA6	-0.864	0.461114743
IL1RL2	-0.863	0.508927548
CORO1A	-0.863	0.068990296
SUCLG1	-0.863	0.076367552
ITGA10	-0.863	0.574060684
ZC3HAV1	-0.863	0.194761866
COL23A1	-0.863	0.938771433
SMPD3	-0.863	0.300346066
CSF2RB	-0.863	0.52638206
SFTPD	-0.862	0.319677158
USP9X	-0.862	0.202397976
IFI30	-0.861	0.056994648
KLF2	-0.861	0.132946996
PRSS8	-0.861	0.356049675
CCDC114	-0.861	0.918605698
FER1L6	-0.861	0.793294495
GAS8	-0.861	0.611271714
LMNA	-0.861	0.795683014
TP53BP1	-0.861	0.745192084
NDUFA5	-0.861	0.919695752
MLLT4	-0.860	0.867499071
MYO18B	-0.860	0.107119299
KDM2B	-0.860	0.005654871
REV3L	-0.860	0.090598817
TMEM125	-0.859	0.051316302
DNMBP	-0.859	0.541837016
OSBPL2	-0.859	0.726798557
GABPB2	-0.859	0.789728554
SGSM3	-0.859	0.119344586
TRIOBP	-0.859	0.178828624
PPARD	-0.858	0.983443962
FRS3	-0.858	0.304663704
MATN3	-0.858	0.57614063
TMPRSS2	-0.858	0.858095868
ITGAX	-0.858	0.841232208
TERF2IP	-0.858	0.998968266
SERPINH1	-0.858	0.289796532
GTF2A1	-0.857	0.626782127
AGFG2	-0.857	0.557118601
TAL1	-0.857	0.137779836
GPR27	-0.857	0.54200127
USP15	-0.857	0.9552365
SLC52A1	-0.857	0.964897932
SUZ12	-0.857	0.173512333
COL27A1	-0.857	0.910730823
RPRD1A	-0.856	0.822828568
PTGIR	-0.856	0.670122163
RNF186	-0.856	0.445987247
MS4A10	-0.856	0.42346087
RTN3	-0.856	0.39233373
ZC3H8	-0.855	0.170192544
MAP1S	-0.855	0.153586223
TMEM186	-0.855	0.501688856
MZT1	-0.855	0.094260589
FOXK1	-0.854	0.713180219
TPSG1	-0.854	0.124954123
DDN	-0.854	0.06288952
PCBP2	-0.854	0.070796435
CNTROB	-0.853	0.773083959
DACT2	-0.853	0.701446978
CIZ1	-0.853	0.493465899
FAHD2B	-0.853	0.682476547
PCNT	-0.853	0.041485124
HPD	-0.853	0.89815365
FAM151A	-0.853	0.683411574
PRKD2	-0.852	0.275122138
H2AFJ	-0.852	0.997997541
BIRC6	-0.852	0.042210657
TIE1	-0.851	0.998952534
GDPD3	-0.851	0.50426769
ADD2	-0.851	0.279817753
GOLGA8O	-0.851	0.364537388
BHLHE22	-0.851	0.945042709
CERS1	-0.850	0.143383907
HMGN2	-0.850	0.892205362
ELAVL1	-0.850	0.540707469
TADA1	-0.850	0.393076777
TMEM206	-0.849	0.299899899
HIST1H4L	-0.849	0.901326622
AVIL	-0.849	0.240942744
OTOP1	-0.849	0.19385555
MLLT6	-0.849	0.855306995
SNX33	-0.849	0.890735475
C1QTNF5	-0.849	0.664804454
UBALD1	-0.849	0.331683269
CCDC125	-0.847	0.566743316
ARHGAP17	-0.847	0.360983236
RNF157	-0.847	0.885525459
GPAT2	-0.846	0.345040824
SPDL1	-0.846	0.483790437
TNKS1BP1	-0.846	0.671236874
RAB11FIP3	-0.845	0.185392589
MYPN	-0.845	0.814445295
RUNDC3A	-0.845	0.829856512
RBCK1	-0.844	0.991969896
USH1G	-0.844	0.630243591
DFNB31	-0.844	0.662446453
PCDHA13	-0.844	0.867957392
HEATR2	-0.844	0.596074707
MRPL14	-0.844	0.254299072
RAB18	-0.844	0.872195278
NUGGC	-0.843	0.333617188
MT2A	-0.843	0.656361514
GPR31	-0.843	0.579153963
NXPH4	-0.843	0.901726612
ZNF431	-0.842	0.911973473
MAP1LC3B2	-0.842	0.195854115
AXIN2	-0.842	0.672736041
TMEM200B	-0.841	0.556650112
IL3	-0.841	0.876095279
STT3B	-0.841	0.910878577
FCGRT	-0.841	0.319947784
TCIRG1	-0.841	0.883954648
ENTPD6	-0.841	0.67621003
CNOT10	-0.840	0.138699717
DCAF17	-0.839	0.789698816
FAM166B	-0.839	0.101555915
ZBTB39	-0.839	0.176013
EAPP	-0.839	0.08201486
ANKRD33B	-0.839	0.61767929
FAM19A3	-0.839	0.190021104
CHRNA4	-0.839	0.926906503
RAB11FIP5	-0.839	0.993470723
YJEFN3	-0.839	0.219359481
C15orf62	-0.839	0.753611152
DSP	-0.838	0.967908401
COLQ	-0.838	0.246104648
CBFB	-0.838	0.092138507
RNH1	-0.838	0.555505184
TMEM106A	-0.838	0.058304277
RIN2	-0.838	0.421478598
MAPT	-0.837	0.993607866
SELV	-0.836	0.323595409
LRP11	-0.836	0.936363619
SLC22A15	-0.836	0.474243569
ATP5O	-0.835	0.047171516
MTNR1B	-0.835	0.686272139
KCNMA1	-0.835	0.021243751
TRAK2	-0.834	0.809726183
SNAP91	-0.834	0.295924634
TCEB3CL2	-0.834	0.342090595
DZIP1L	-0.834	0.367124086
TRPM2	-0.834	0.574688587
FBXW7	-0.833	0.054673808
IER5	-0.833	0.287079244
TVP23C-CDRT4	-0.833	0.307664553
MAPK3	-0.832	0.984184903
CILP2	-0.832	0.0500166
TEKT2	-0.832	0.160744127
TYSND1	-0.832	0.112352109
FAM211A	-0.832	0.982136165
MYH4	-0.832	0.228278106
FAM21B	-0.831	0.274748148
CAMK2G	-0.831	0.033039886
KCNK7	-0.830	0.149284021
PPP1R3F	-0.830	0.966322152
NUMBL	-0.830	0.87589315
RBBP8	-0.829	0.387226986
SLTM	-0.829	0.066275085
LRFN1	-0.828	0.637177921
AKAP8L	-0.827	0.531752193
SEZ6L2	-0.827	0.268122277
PHF1	-0.827	0.530550362
GALNT15	-0.826	0.982913036
TSSK6	-0.826	0.081702739
SLC6A7	-0.826	0.417261556
LRP1	-0.826	0.055046091
MPND	-0.826	0.431486646
NINJ2	-0.825	0.756103715
ZNF646	-0.825	0.779274896
PTMA	-0.825	0.522534438
PIF1	-0.825	0.687042599
ZBTB7B	-0.825	0.622000417
CCDC58	-0.824	0.374859338
PSEN2	-0.824	0.566394204
SGSH	-0.824	0.841232208
C10orf54	-0.824	0.146245549
CTSA	-0.824	0.435223825
C7orf55-LUC7L2	-0.824	0.882292164
TMPRSS12	-0.824	0.547638589
KIF3B	-0.824	0.840201152
BCL2L13	-0.823	0.065473781
ZCCHC14	-0.823	0.044442897
NAV3	-0.823	0.59410889
PSG9	-0.822	0.470484378
EIF3M	-0.822	0.428004171
ANKRD35	-0.822	0.851597795
PRUNE	-0.822	0.015069697
NACA	-0.821	0.149284021
UTP18	-0.821	0.08015571
SIRPB2	-0.821	0.843966017
WRAP53	-0.821	0.138699717
C11orf31	-0.820	0.669154334
HDHD3	-0.820	0.685017244
ACTR5	-0.819	0.701636568
CCNB2	-0.819	0.354041467
DSN1	-0.819	0.938879512
MICAL3	-0.819	0.076231309
CEP192	-0.819	0.170358185
TTC18	-0.819	0.119344586
NOD2	-0.819	0.383071042
LRCH2	-0.818	0.780418924
SERPINC1	-0.818	0.155645068
FAM90A1	-0.818	0.856893282
HS3ST3B1	-0.818	0.958333636
SEPHS2	-0.818	0.061598582
CLEC18C	-0.817	0.098987006
SNRNP48	-0.817	0.322268634
LYL1	-0.817	0.040010961
HLF	-0.817	0.992112718
RSF1	-0.817	0.570926338
SYTL1	-0.817	0.489652454
SLC5A3	-0.817	0.136608303
FAM64A	-0.817	0.157064543
CHCHD1	-0.816	0.0543243
PPIAL4G	-0.816	0.792102982
RHOF	-0.816	0.098987006
N6AMT1	-0.816	0.281289468
ANKRD65	-0.815	0.113539425
ZNF720	-0.815	0.540707469
UBE3C	-0.815	0.654921157
PIEZO1	-0.814	0.56329078
KLF14	-0.814	0.633780978
GPHA2	-0.814	0.194042533
DDIT3	-0.814	0.938180251
CCDC159	-0.813	0.07980734
PPIH	-0.813	0.16885335
TET1	-0.813	0.196460795
CHD8	-0.813	0.244761889
FEV	-0.813	0.877906265
NASP	-0.812	0.186143156
CPA2	-0.812	0.364537388
TUBB3	-0.812	0.634786683
TP53I13	-0.812	0.948506959
CKS1B	-0.812	0.616118314
RXRB	-0.811	0.25082167
TALDO1	-0.811	0.187572407
CPT1A	-0.810	0.276436063
PIP4K2A	-0.810	0.355664677
ERMAP	-0.810	0.459806625
ACOT2	-0.810	0.993619481
MACROD1	-0.810	0.044482347
RPS19BP1	-0.810	0.259676271
CYBA	-0.810	0.134843807
FGF10	-0.809	0.725098328
MMP19	-0.809	0.386112114
ROCK2	-0.809	0.662134557
FBXL14	-0.808	0.43622017
PLEKHM2	-0.808	0.354015817
SULT1A3	-0.808	0.329537174
SULT1A4	-0.808	0.329537174
PNPLA6	-0.808	0.63342752
NDUFB2	-0.807	0.545399891
NECAB2	-0.807	0.171384599
TRPC1	-0.807	0.929579984
USP18	-0.807	0.556650112
GRIK5	-0.807	0.946248531
CABP5	-0.806	0.626357784
ZNHIT1	-0.806	0.708376296
ANKRD33	-0.806	0.834289596
FEM1A	-0.806	0.853021391
LARP1	-0.806	0.633858015
TAS1R1	-0.806	0.3135137
ARL6IP4	-0.806	0.357099248
KRTAP12-3	-0.805	0.528604462
PPIL1	-0.805	0.295949824
CERS4	-0.805	0.874587906
FAM60A	-0.805	0.758349563
TEX19	-0.804	0.588144612
PRRT3	-0.804	0.448256642
CHRNB1	-0.804	0.344722624
LDLRAP1	-0.804	0.863732338
ADCY1	-0.804	0.580650674
CLN3	-0.803	0.846603647
CNPY3	-0.803	0.17859264
CDCA7L	-0.803	0.907315367
COMTD1	-0.803	0.242540656
FOXD4L3	-0.803	0.231088148
IFT140	-0.803	0.998023005
SMR3B	-0.803	0.692587721
SOGA1	-0.803	0.785159787
TAB1	-0.802	0.667810343
DGKI	-0.802	0.534891068
C11orf70	-0.802	0.934705609
ZNF747	-0.802	0.92743007
CATSPER3	-0.801	0.666345174
C6orf136	-0.801	0.192469376
HLA-DOB	-0.801	0.393652427
SLC43A1	-0.801	0.120160425
PTPN21	-0.801	0.902732923
SYNGAP1	-0.801	0.761766794
KIF21B	-0.800	0.364398094
SPAST	-0.800	0.47584847
TSTA3	-0.800	0.732072166
SLC22A11	-0.800	0.311301138
IRF9	-0.799	0.681060121
TUBB2B	-0.799	0.760931001
CDCA3	-0.799	0.084749561
RBM5	-0.799	0.092713782
MRPL24	-0.799	0.172740533
SPAG9	-0.799	0.637177921
FAM46C	-0.798	0.122659377
BEST2	-0.798	0.106491003
PYCRL	-0.798	0.882563534
CHST1	-0.798	0.508473837
TRPC4AP	-0.798	0.133109053
ASCC2	-0.798	0.906190808
DGKG	-0.797	0.887063482
GEMIN7	-0.797	0.777122889
METTL2B	-0.797	0.325060654
ARHGEF2	-0.797	0.942525067
ATP6V1B1	-0.796	0.534844284
FAM84B	-0.796	0.937530209
GPR61	-0.796	0.309123136
KLHL26	-0.796	0.217080294
RAB3IP	-0.796	0.725098328
ADAD2	-0.795	0.369084287
SLC15A3	-0.795	0.382226692
FOXD4	-0.795	0.924629057
SUMO1	-0.795	0.967890149
NKX3-1	-0.795	0.812634867
REG4	-0.794	0.948506959
TLK2	-0.794	0.097869115
MORN1	-0.793	0.806188153
TRIP6	-0.793	0.573514376
CNIH2	-0.792	0.388816757
EIF1	-0.792	0.495599567
ATP5E	-0.792	0.500865781
NCKAP5L	-0.792	0.600730024
EXOC4	-0.792	0.206797253
PPP1R8	-0.792	0.098670893
FAM103A1	-0.791	0.2045759
KRTAP10-8	-0.791	0.595628184
GSTM4	-0.791	0.24420925
ZDHHC19	-0.791	0.278858678
ATP5H	-0.791	0.257897379
COPS8	-0.791	0.347889917
FUT7	-0.791	0.565003199
CCNT1	-0.790	0.126339968
ZC3H10	-0.790	0.288599274
NEK8	-0.790	0.344646676
DRAP1	-0.790	0.637964627
AGGF1	-0.789	0.917314435
MIB1	-0.789	0.078731555
NELFE	-0.789	0.346360405
C1orf158	-0.789	0.667113432
EZH1	-0.789	0.716594376
AMDHD2	-0.788	0.622000417
H3F3B	-0.788	0.917314435
TNIP1	-0.788	0.910201742
MRPL50	-0.788	0.112889035
AIFM2	-0.788	0.288599274
DMTN	-0.787	0.72893271
LRP10	-0.787	0.251893987
NGEF	-0.786	0.236873966
CHSY3	-0.786	0.765906307
DMTF1	-0.786	0.12384027
IL9	-0.786	0.88668012
TGOLN2	-0.786	0.217329221
KAT6A	-0.786	0.82458822
DLL4	-0.785	0.755193027
FICD	-0.785	0.961580247
C2	-0.785	0.046806582
SMIM7	-0.785	0.633858015
TRIM46	-0.785	0.098987006
PBX2	-0.784	0.322701043
NFIC	-0.784	0.078289453
APOF	-0.784	0.687807606
NMRK2	-0.784	0.221615012
FRMPD1	-0.783	0.108925846
RNPEP	-0.783	0.252086578
SFTA2	-0.783	0.859494617
EDEM3	-0.783	0.377304469
CEACAM3	-0.783	0.835824568
PDIA4	-0.782	0.159910634
CASQ1	-0.782	0.367909142
WBP2	-0.782	0.697832074
KCNN4	-0.782	0.68405737
BPTF	-0.782	0.096990158
PDCL	-0.782	0.194197676
CRX	-0.781	0.932318722
TM2D2	-0.781	0.090262212
MFRP	-0.781	0.369421559
VPS37B	-0.781	0.991595241
CDH15	-0.781	0.081506348
FAM35A	-0.781	0.297173653
ATF4	-0.781	0.083182098
HTR6	-0.781	0.185493385
NQO1	-0.781	0.925125998
COLGALT1	-0.780	0.162301677
RELA	-0.780	0.12194459
MRPS26	-0.780	0.152700059
DPH5	-0.780	0.157404334
LSM1	-0.780	0.25494721
DACT3	-0.780	0.725920554
IRF3	-0.778	0.227351515
RHBDD3	-0.778	0.931215411
CD97	-0.778	0.105695279
GSTM2	-0.777	0.246560372
RNF11	-0.777	0.167562866
CYTH2	-0.777	0.290108979
N4BP3	-0.777	0.200077625
IPO9	-0.777	0.183405978
LCP1	-0.777	0.859494617
HOOK2	-0.777	0.18844753
HNRNPM	-0.777	0.733433444
MMP11	-0.777	0.538846618
MAL	-0.776	0.265546655
LILRA1	-0.776	0.865685106
MEF2BNB	-0.776	0.051998191
FAM194A	-0.776	0.977426367
SH2D5	-0.776	0.705380971
ITPRIPL2	-0.776	0.498142762
ANAPC1	-0.776	0.32699304
ARHGAP8	-0.776	0.689458317
ARHGEF11	-0.775	0.246560372
WBP11	-0.775	0.15346708
NWD1	-0.775	0.622711015
PACSIN3	-0.775	0.684722582
PRG2	-0.775	0.272444631
PRSS16	-0.775	0.941038668
SHISA5	-0.775	0.846813365
LMO7	-0.774	0.610965146
TMEM11	-0.774	0.852255887
ATP2A1	-0.774	0.686672564
CRYBB3	-0.773	0.835811693
TCTEX1D4	-0.773	0.396311481
ZKSCAN1	-0.773	0.946946538
TRIM44	-0.772	0.722240039
DIAPH3	-0.772	0.682850483
C16orf46	-0.772	0.29573005
RPF1	-0.772	0.33759505
AP4B1	-0.772	0.065473781
KANK4	-0.772	0.780503018
TMEM40	-0.771	0.610736459
MAGEE1	-0.771	0.670127292
RAB5C	-0.771	0.648520362
C10orf105	-0.771	0.45630352
CPSF7	-0.771	0.453464222
CYP8B1	-0.771	0.108687413
BRD9	-0.771	0.045981116
CLCN2	-0.770	0.138791694
ADAMTS7	-0.770	0.917661392
IL4I1	-0.770	0.059340312
AAK1	-0.770	0.785096655
MGAT1	-0.770	0.306935759
SLC44A4	-0.769	0.223167952
C17orf50	-0.769	0.554813992
PDCD6IP	-0.769	0.129980134
RAD23A	-0.769	0.091495478
B3GNT1	-0.769	0.372386922
HLCS	-0.768	0.849655012
DAPK2	-0.768	0.785159787
RBM48	-0.768	0.28716117
FAM222B	-0.768	0.733433444
LILRB4	-0.768	0.937051704
AFF2	-0.768	0.9458289
SAMD14	-0.768	0.937163207
TEAD2	-0.767	0.966892935
SLC14A1	-0.767	0.735524729
LIF	-0.767	0.636767709
HTR1A	-0.767	0.716589935
MARVELD3	-0.766	0.959586885
HNRNPD	-0.766	0.147527326
PFDN1	-0.766	0.407521928
PCED1A	-0.766	0.131382166
SMPDL3B	-0.766	0.303120964
ACTN4	-0.765	0.601749039
ADPRHL2	-0.765	0.392209644
MOV10	-0.765	0.061774206
PIAS3	-0.765	0.585193232
TMEM179B	-0.764	0.400715241
CSNK1A1	-0.764	0.320360028
CCDC155	-0.764	0.440521187
PTPRA	-0.764	0.05712545
LMOD3	-0.764	0.542594513
C1orf162	-0.764	0.036748821
C16orf59	-0.764	0.216286914
FUT4	-0.763	0.817319521
KRTAP4-11	-0.763	0.509144217
SETMAR	-0.763	0.841232208
CNTFR	-0.763	0.457407265
C17orf107	-0.763	0.881344799
AASDHPPT	-0.763	0.16133391
RERE	-0.763	0.72014602
FAM109A	-0.762	0.464730019
CLCNKB	-0.762	0.751288983
DAAM1	-0.762	0.843148982
FAM71F2	-0.762	0.291165854
RRP36	-0.762	0.835824568
ROBO4	-0.762	0.699464196
SLC2A1	-0.762	0.217604942
EMILIN1	-0.762	0.751413682
ZNF653	-0.762	0.474140928
PRDM10	-0.761	0.200077625
UXS1	-0.761	0.154607999
DNAJB2	-0.761	0.744127746
POPDC2	-0.761	0.388049331
COX20	-0.761	0.20938598
TSPO2	-0.761	0.95915471
BTF3	-0.761	0.653869833
ADRBK1	-0.761	0.133418487
CDCP1	-0.760	0.977839508
HS6ST3	-0.760	0.942620961
CCDC158	-0.760	0.774410612
SSR4	-0.760	0.892388045
ADCY3	-0.760	0.180938941
NECAB3	-0.760	0.501688856
FANCD2	-0.759	0.052112414
RUNX3	-0.758	0.377304469
GCM2	-0.758	0.811115141
ASAH2	-0.758	0.316438543
ZBED4	-0.758	0.733433444
CTNND2	-0.757	0.878437573
IL9R	-0.757	0.481710516
CSPG5	-0.757	0.157123982
PCYT2	-0.757	0.175192157
RAB3IL1	-0.757	0.407771857
ANGPTL4	-0.757	0.40474791
KRTDAP	-0.757	0.592375701
CPEB1	-0.757	0.189106297
DLGAP2	-0.756	0.97145564
PGBD3	-0.755	0.392209644
PRSS42	-0.755	0.160458227
CDHR1	-0.755	0.390029527
PARD3	-0.754	0.972143456
C1QBP	-0.754	0.045857435
NSRP1	-0.754	0.106671528
INSIG1	-0.754	0.80396486
PLCXD1	-0.754	0.86398044
FCGBP	-0.754	0.326620804
TRIM49C	-0.754	0.250706545
CYP1B1	-0.753	0.938184618
LSS	-0.753	0.904439032
FHL3	-0.753	0.547319184
PLA2G15	-0.753	0.285648056
OXSR1	-0.753	0.279293198
PAGR1	-0.753	0.967570535
UVSSA	-0.753	0.61051421
ELF3	-0.752	0.075895331
MICALCL	-0.752	0.938593376
PPP4R1	-0.752	0.870477714
FDFT1	-0.752	0.226471869
ZFX	-0.752	0.398396609
OIT3	-0.752	0.05372
PTPRF	-0.752	0.226611678
FIG4	-0.751	0.814445295
IGHMBP2	-0.751	0.472714432
GNPAT	-0.751	0.998023005
COL15A1	-0.751	0.333617188
KLHDC7A	-0.750	0.755209329
DPP9	-0.750	0.871475752
RPP25	-0.750	0.996144782
CERS2	-0.750	0.617578373
RIC8A	-0.749	0.380980729
CEP57L1	-0.749	0.3525236
ELMOD3	-0.749	0.268176608
BRIP1	-0.749	0.896578619
THOP1	-0.749	0.601309115
CDCP2	-0.749	0.502906441
GNRH2	-0.749	0.656594584
PSD	-0.749	0.789436832
ANKS1A	-0.748	0.35594471
ASB8	-0.748	0.585680001
SLC12A4	-0.748	0.349945436
SLC29A1	-0.748	0.128999958
DYNLL1	-0.747	0.336759725
AANAT	-0.747	0.647907644
TRMT1L	-0.747	0.779973903
ZDHHC24	-0.747	0.414582465
DAZAP2	-0.747	0.21972436
MICALL1	-0.747	0.379090135
TMED8	-0.746	0.643213821
IL12A	-0.746	0.972767911
IMPACT	-0.746	0.747814705
MYCBPAP	-0.746	0.355960296
SLC2A11	-0.746	0.349706255
THRAP3	-0.746	0.310843685
SSTR3	-0.746	0.789436832
TRABD	-0.745	0.823841972
COX6A1	-0.745	0.522776576
SZRD1	-0.745	0.160222312
GOLGA6D	-0.745	0.40474791
COG8	-0.744	0.176273123
LRRC45	-0.744	0.737307773
SPCS3	-0.744	0.280682019
NR2C2AP	-0.744	0.169146951
GPRC5B	-0.744	0.461666515
KIF18B	-0.743	0.008392065
TBC1D10A	-0.743	0.897105943
TNF	-0.743	0.49646453
ITGA5	-0.743	0.189106297
KIF13B	-0.743	0.97851841
SAPCD1	-0.742	0.395143507
RNF44	-0.742	0.634823138
MYOZ3	-0.742	0.861950431
MAGEC3	-0.742	0.882269716
RHBDF1	-0.742	0.534891068
PTPRJ	-0.741	0.218274389
USP16	-0.741	0.18762934
CYB561A3	-0.741	0.235010337
ICOSLG	-0.741	0.971235004
HHATL	-0.741	0.537120046
SLC13A2	-0.741	0.657987267
GNE	-0.741	0.170358185
ANO2	-0.741	0.518316064
SPI1	-0.741	0.937417281
LRRC16B	-0.740	0.628295753
TIMM8A	-0.740	0.230486386
NPTXR	-0.740	0.998714503
ZNF430	-0.740	0.635359141
ZNF282	-0.740	0.160744127
MUC12	-0.740	0.985122274
CRHR2	-0.739	0.510060035
VEGFB	-0.739	0.126339968
EML2	-0.739	0.190021104
TMEM174	-0.739	0.860105616
JMJD4	-0.739	0.199042863
FAM131B	-0.739	0.766506863
CEP250	-0.738	0.861638741
CDC42EP4	-0.738	0.736613162
DNALI1	-0.738	0.066294437
RASAL3	-0.738	0.512131021
PRKCSH	-0.737	0.144052957
DTX3	-0.737	0.687971444
BICD1	-0.737	0.439900512
PPP1R9A	-0.737	0.763496975
NOS3	-0.737	0.323854295
RGPD3	-0.737	0.40474791
SAMD11	-0.737	0.131054173
SLC6A12	-0.737	0.474304402
DNTTIP2	-0.736	0.112352109
CDC42EP2	-0.736	0.083813402
C16orf62	-0.736	0.756697383
KLHL17	-0.736	0.340550384
CAPS	-0.736	0.668486846
ANKRD20A1	-0.735	0.662134557
NSFL1C	-0.735	0.418538976
MYL4	-0.735	0.999690568
RELT	-0.735	0.45946367
HOXC5	-0.735	0.170358185
AP5S1	-0.735	0.421478598
CTTNBP2NL	-0.735	0.766506863
USP8	-0.735	0.412310825
