site	c	s	e	str	Ess	round
	chr1	83775000	83780000	chr1-83775000	untested	untested
	chr1	83780000	83785000	chr1-83780000	untested	untested
	chr1	83925000	83930000	chr1-83925000	untested	untested
	chr1	84225000	84230000	chr1-84225000	untested	untested
	chr1	80155000	80160000	chr1-80155000	untested	untested
	chr1	80220000	80225000	chr1-80220000	untested	untested
	chr1	80985000	80990000	chr1-80985000	untested	untested
	chr1	81320000	81325000	chr1-81320000	untested	untested
	chr1	82460000	82465000	chr1-82460000	untested	untested
	chr1	82625000	82630000	chr1-82625000	untested	untested
	chr1	82835000	82840000	chr1-82835000	untested	untested
	chr1	83405000	83410000	chr1-83405000	untested	untested
	chr1	83710000	83715000	chr1-83710000	untested	untested
	chr1	83770000	83775000	chr1-83770000	untested	untested
	chr1	83910000	83915000	chr1-83910000	untested	untested
	chr1	83920000	83925000	chr1-83920000	untested	untested
	chr1	84150000	84155000	chr1-84150000	untested	untested
	chr1	79925000	79930000	chr1-79925000	untested	untested
	chr1	80310000	80315000	chr1-80310000	untested	untested
	chr1	80460000	80465000	chr1-80460000	untested	untested
	chr1	80540000	80545000	chr1-80540000	untested	untested
	chr1	81415000	81420000	chr1-81415000	untested	untested
	chr1	81685000	81690000	chr1-81685000	untested	untested
	chr1	81835000	81840000	chr1-81835000	untested	untested
	chr1	81975000	81980000	chr1-81975000	untested	untested
	chr1	82365000	82370000	chr1-82365000	untested	untested
	chr1	83595000	83600000	chr1-83595000	untested	untested
	chr1	83655000	83660000	chr1-83655000	untested	untested
	chr1	83660000	83665000	chr1-83660000	untested	untested
	chr1	79845000	79850000	chr1-79845000	untested	untested
	chr1	79850000	79855000	chr1-79850000	untested	untested
	chr1	79855000	79860000	chr1-79855000	untested	untested
	chr1	79885000	79890000	chr1-79885000	untested	untested
	chr1	79900000	79905000	chr1-79900000	untested	untested
	chr1	79930000	79935000	chr1-79930000	untested	untested
	chr1	79935000	79940000	chr1-79935000	untested	untested
	chr1	79945000	79950000	chr1-79945000	untested	untested
	chr1	79975000	79980000	chr1-79975000	untested	untested
	chr1	79990000	79995000	chr1-79990000	untested	untested
	chr1	79995000	80000000	chr1-79995000	untested	untested
	chr1	80000000	80005000	chr1-80000000	untested	untested
	chr1	80010000	80015000	chr1-80010000	untested	untested
	chr1	80015000	80020000	chr1-80015000	untested	untested
	chr1	80025000	80030000	chr1-80025000	untested	untested
	chr1	80030000	80035000	chr1-80030000	untested	untested
	chr1	80035000	80040000	chr1-80035000	untested	untested
	chr1	80045000	80050000	chr1-80045000	untested	untested
	chr1	80050000	80055000	chr1-80050000	untested	untested
	chr1	80055000	80060000	chr1-80055000	untested	untested
	chr1	80060000	80065000	chr1-80060000	untested	untested
	chr1	80075000	80080000	chr1-80075000	untested	untested
	chr1	80095000	80100000	chr1-80095000	untested	untested
	chr1	80140000	80145000	chr1-80140000	untested	untested
	chr1	80145000	80150000	chr1-80145000	untested	untested
	chr1	80170000	80175000	chr1-80170000	untested	untested
	chr1	80190000	80195000	chr1-80190000	untested	untested
	chr1	80195000	80200000	chr1-80195000	untested	untested
	chr1	80205000	80210000	chr1-80205000	untested	untested
	chr1	80215000	80220000	chr1-80215000	untested	untested
	chr1	80225000	80230000	chr1-80225000	untested	untested
	chr1	80230000	80235000	chr1-80230000	untested	untested
	chr1	80245000	80250000	chr1-80245000	untested	untested
	chr1	80275000	80280000	chr1-80275000	untested	untested
	chr1	80280000	80285000	chr1-80280000	untested	untested
	chr1	80290000	80295000	chr1-80290000	untested	untested
	chr1	80295000	80300000	chr1-80295000	untested	untested
	chr1	80320000	80325000	chr1-80320000	untested	untested
	chr1	80345000	80350000	chr1-80345000	untested	untested
	chr1	80350000	80355000	chr1-80350000	untested	untested
	chr1	80360000	80365000	chr1-80360000	untested	untested
	chr1	80365000	80370000	chr1-80365000	untested	untested
	chr1	80375000	80380000	chr1-80375000	untested	untested
	chr1	80390000	80395000	chr1-80390000	untested	untested
	chr1	80400000	80405000	chr1-80400000	untested	untested
	chr1	80430000	80435000	chr1-80430000	untested	untested
	chr1	80435000	80440000	chr1-80435000	untested	untested
	chr1	80440000	80445000	chr1-80440000	untested	untested
	chr1	80450000	80455000	chr1-80450000	untested	untested
	chr1	80470000	80475000	chr1-80470000	untested	untested
	chr1	80485000	80490000	chr1-80485000	untested	untested
	chr1	80490000	80495000	chr1-80490000	untested	untested
	chr1	80505000	80510000	chr1-80505000	untested	untested
	chr1	80510000	80515000	chr1-80510000	untested	untested
	chr1	80515000	80520000	chr1-80515000	untested	untested
	chr1	80580000	80585000	chr1-80580000	untested	untested
	chr1	80585000	80590000	chr1-80585000	untested	untested
	chr1	80590000	80595000	chr1-80590000	untested	untested
	chr1	80605000	80610000	chr1-80605000	untested	untested
	chr1	80665000	80670000	chr1-80665000	untested	untested
	chr1	80675000	80680000	chr1-80675000	untested	untested
	chr1	80680000	80685000	chr1-80680000	untested	untested
	chr1	80685000	80690000	chr1-80685000	untested	untested
	chr1	80700000	80705000	chr1-80700000	untested	untested
	chr1	80720000	80725000	chr1-80720000	untested	untested
	chr1	80740000	80745000	chr1-80740000	untested	untested
	chr1	80750000	80755000	chr1-80750000	untested	untested
	chr1	80755000	80760000	chr1-80755000	untested	untested
	chr1	80780000	80785000	chr1-80780000	untested	untested
	chr1	80790000	80795000	chr1-80790000	untested	untested
	chr1	80825000	80830000	chr1-80825000	untested	untested
	chr1	80840000	80845000	chr1-80840000	untested	untested
	chr1	80850000	80855000	chr1-80850000	untested	untested
	chr1	80880000	80885000	chr1-80880000	untested	untested
	chr1	80920000	80925000	chr1-80920000	untested	untested
	chr1	80935000	80940000	chr1-80935000	untested	untested
	chr1	80950000	80955000	chr1-80950000	untested	untested
	chr1	80965000	80970000	chr1-80965000	untested	untested
	chr1	81010000	81015000	chr1-81010000	untested	untested
	chr1	81020000	81025000	chr1-81020000	untested	untested
	chr1	81065000	81070000	chr1-81065000	untested	untested
	chr1	81070000	81075000	chr1-81070000	untested	untested
	chr1	81090000	81095000	chr1-81090000	untested	untested
	chr1	81105000	81110000	chr1-81105000	untested	untested
	chr1	81130000	81135000	chr1-81130000	untested	untested
	chr1	81135000	81140000	chr1-81135000	untested	untested
	chr1	81200000	81205000	chr1-81200000	untested	untested
	chr1	81250000	81255000	chr1-81250000	untested	untested
	chr1	81255000	81260000	chr1-81255000	untested	untested
	chr1	81260000	81265000	chr1-81260000	untested	untested
	chr1	81280000	81285000	chr1-81280000	untested	untested
	chr1	81285000	81290000	chr1-81285000	untested	untested
	chr1	81290000	81295000	chr1-81290000	untested	untested
	chr1	81300000	81305000	chr1-81300000	untested	untested
	chr1	81345000	81350000	chr1-81345000	untested	untested
	chr1	81350000	81355000	chr1-81350000	untested	untested
	chr1	81425000	81430000	chr1-81425000	untested	untested
	chr1	81450000	81455000	chr1-81450000	untested	untested
	chr1	81465000	81470000	chr1-81465000	untested	untested
	chr1	81470000	81475000	chr1-81470000	untested	untested
	chr1	81480000	81485000	chr1-81480000	untested	untested
	chr1	81510000	81515000	chr1-81510000	untested	untested
	chr1	81540000	81545000	chr1-81540000	untested	untested
	chr1	81555000	81560000	chr1-81555000	untested	untested
	chr1	81590000	81595000	chr1-81590000	untested	untested
	chr1	81660000	81665000	chr1-81660000	untested	untested
	chr1	81665000	81670000	chr1-81665000	untested	untested
	chr1	81675000	81680000	chr1-81675000	untested	untested
	chr1	81690000	81695000	chr1-81690000	untested	untested
	chr1	81715000	81720000	chr1-81715000	untested	untested
	chr1	81735000	81740000	chr1-81735000	untested	untested
	chr1	81755000	81760000	chr1-81755000	untested	untested
	chr1	81800000	81805000	chr1-81800000	untested	untested
	chr1	81825000	81830000	chr1-81825000	untested	untested
	chr1	81875000	81880000	chr1-81875000	untested	untested
	chr1	81885000	81890000	chr1-81885000	untested	untested
	chr1	81895000	81900000	chr1-81895000	untested	untested
	chr1	81915000	81920000	chr1-81915000	untested	untested
	chr1	81935000	81940000	chr1-81935000	untested	untested
	chr1	81945000	81950000	chr1-81945000	untested	untested
	chr1	81955000	81960000	chr1-81955000	untested	untested
	chr1	81960000	81965000	chr1-81960000	untested	untested
	chr1	81970000	81975000	chr1-81970000	untested	untested
	chr1	82020000	82025000	chr1-82020000	untested	untested
	chr1	82045000	82050000	chr1-82045000	untested	untested
	chr1	82210000	82215000	chr1-82210000	untested	untested
	chr1	82220000	82225000	chr1-82220000	untested	untested
	chr1	82230000	82235000	chr1-82230000	untested	untested
	chr1	82265000	82270000	chr1-82265000	untested	untested
	chr1	82270000	82275000	chr1-82270000	untested	untested
	chr1	82275000	82280000	chr1-82275000	untested	untested
	chr1	82280000	82285000	chr1-82280000	untested	untested
	chr1	82295000	82300000	chr1-82295000	untested	untested
	chr1	82305000	82310000	chr1-82305000	untested	untested
	chr1	82310000	82315000	chr1-82310000	untested	untested
	chr1	82315000	82320000	chr1-82315000	untested	untested
	chr1	82340000	82345000	chr1-82340000	untested	untested
	chr1	82355000	82360000	chr1-82355000	untested	untested
	chr1	82375000	82380000	chr1-82375000	untested	untested
	chr1	82385000	82390000	chr1-82385000	untested	untested
	chr1	82390000	82395000	chr1-82390000	untested	untested
	chr1	82440000	82445000	chr1-82440000	untested	untested
	chr1	82450000	82455000	chr1-82450000	untested	untested
	chr1	82535000	82540000	chr1-82535000	untested	untested
	chr1	82540000	82545000	chr1-82540000	untested	untested
	chr1	82570000	82575000	chr1-82570000	untested	untested
	chr1	82590000	82595000	chr1-82590000	untested	untested
	chr1	82605000	82610000	chr1-82605000	untested	untested
	chr1	82610000	82615000	chr1-82610000	untested	untested
	chr1	82630000	82635000	chr1-82630000	untested	untested
	chr1	82670000	82675000	chr1-82670000	untested	untested
	chr1	82740000	82745000	chr1-82740000	untested	untested
	chr1	82765000	82770000	chr1-82765000	untested	untested
	chr1	82770000	82775000	chr1-82770000	untested	untested
	chr1	82780000	82785000	chr1-82780000	untested	untested
	chr1	82785000	82790000	chr1-82785000	untested	untested
	chr1	82805000	82810000	chr1-82805000	untested	untested
	chr1	82825000	82830000	chr1-82825000	untested	untested
	chr1	82840000	82845000	chr1-82840000	untested	untested
	chr1	82855000	82860000	chr1-82855000	untested	untested
	chr1	82880000	82885000	chr1-82880000	untested	untested
	chr1	82910000	82915000	chr1-82910000	untested	untested
	chr1	82925000	82930000	chr1-82925000	untested	untested
	chr1	82930000	82935000	chr1-82930000	untested	untested
	chr1	82960000	82965000	chr1-82960000	untested	untested
	chr1	82975000	82980000	chr1-82975000	untested	untested
	chr1	83005000	83010000	chr1-83005000	untested	untested
	chr1	83040000	83045000	chr1-83040000	untested	untested
	chr1	83045000	83050000	chr1-83045000	untested	untested
	chr1	83050000	83055000	chr1-83050000	untested	untested
	chr1	83060000	83065000	chr1-83060000	untested	untested
	chr1	83080000	83085000	chr1-83080000	untested	untested
	chr1	83090000	83095000	chr1-83090000	untested	untested
	chr1	83100000	83105000	chr1-83100000	untested	untested
	chr1	83105000	83110000	chr1-83105000	untested	untested
	chr1	83115000	83120000	chr1-83115000	untested	untested
	chr1	83120000	83125000	chr1-83120000	untested	untested
	chr1	83135000	83140000	chr1-83135000	untested	untested
	chr1	83140000	83145000	chr1-83140000	untested	untested
	chr1	83145000	83150000	chr1-83145000	untested	untested
	chr1	83170000	83175000	chr1-83170000	untested	untested
	chr1	83175000	83180000	chr1-83175000	untested	untested
	chr1	83200000	83205000	chr1-83200000	untested	untested
	chr1	83205000	83210000	chr1-83205000	untested	untested
	chr1	83215000	83220000	chr1-83215000	untested	untested
	chr1	83225000	83230000	chr1-83225000	untested	untested
	chr1	83235000	83240000	chr1-83235000	untested	untested
	chr1	83240000	83245000	chr1-83240000	untested	untested
	chr1	83265000	83270000	chr1-83265000	untested	untested
	chr1	83270000	83275000	chr1-83270000	untested	untested
	chr1	83285000	83290000	chr1-83285000	untested	untested
	chr1	83350000	83355000	chr1-83350000	untested	untested
	chr1	83410000	83415000	chr1-83410000	untested	untested
	chr1	83415000	83420000	chr1-83415000	untested	untested
	chr1	83430000	83435000	chr1-83430000	untested	untested
	chr1	83440000	83445000	chr1-83440000	untested	untested
	chr1	83445000	83450000	chr1-83445000	untested	untested
	chr1	83450000	83455000	chr1-83450000	untested	untested
	chr1	83490000	83495000	chr1-83490000	untested	untested
	chr1	83495000	83500000	chr1-83495000	untested	untested
	chr1	83500000	83505000	chr1-83500000	untested	untested
	chr1	83515000	83520000	chr1-83515000	untested	untested
	chr1	83530000	83535000	chr1-83530000	untested	untested
	chr1	83540000	83545000	chr1-83540000	untested	untested
	chr1	83555000	83560000	chr1-83555000	untested	untested
	chr1	83575000	83580000	chr1-83575000	untested	untested
	chr1	83585000	83590000	chr1-83585000	untested	untested
	chr1	83615000	83620000	chr1-83615000	untested	untested
	chr1	83630000	83635000	chr1-83630000	untested	untested
	chr1	83745000	83750000	chr1-83745000	untested	untested
	chr1	83890000	83895000	chr1-83890000	untested	untested
	chr1	83935000	83940000	chr1-83935000	untested	untested
	chr1	83970000	83975000	chr1-83970000	untested	untested
	chr1	84000000	84005000	chr1-84000000	untested	untested
	chr1	84005000	84010000	chr1-84005000	untested	untested
	chr1	84050000	84055000	chr1-84050000	untested	untested
	chr1	84055000	84060000	chr1-84055000	untested	untested
	chr1	84065000	84070000	chr1-84065000	untested	untested
	chr1	84090000	84095000	chr1-84090000	untested	untested
	chr1	84105000	84110000	chr1-84105000	untested	untested
	chr1	84140000	84145000	chr1-84140000	untested	untested
	chr1	84170000	84175000	chr1-84170000	untested	untested
	chr1	84205000	84210000	chr1-84205000	untested	untested
	chr1	79860000	79865000	chr1-79860000	untested	untested
	chr1	79910000	79915000	chr1-79910000	untested	untested
	chr1	80305000	80310000	chr1-80305000	untested	untested
	chr1	80425000	80430000	chr1-80425000	untested	untested
	chr1	80480000	80485000	chr1-80480000	untested	untested
	chr1	80495000	80500000	chr1-80495000	untested	untested
	chr1	80905000	80910000	chr1-80905000	untested	untested
	chr1	80940000	80945000	chr1-80940000	untested	untested
	chr1	80980000	80985000	chr1-80980000	untested	untested
	chr1	81045000	81050000	chr1-81045000	untested	untested
	chr1	81080000	81085000	chr1-81080000	untested	untested
	chr1	81270000	81275000	chr1-81270000	untested	untested
	chr1	81275000	81280000	chr1-81275000	untested	untested
	chr1	81295000	81300000	chr1-81295000	untested	untested
	chr1	81605000	81610000	chr1-81605000	untested	untested
	chr1	81630000	81635000	chr1-81630000	untested	untested
	chr1	81695000	81700000	chr1-81695000	untested	untested
	chr1	81805000	81810000	chr1-81805000	untested	untested
	chr1	81925000	81930000	chr1-81925000	untested	untested
	chr1	81930000	81935000	chr1-81930000	untested	untested
	chr1	82255000	82260000	chr1-82255000	untested	untested
	chr1	82435000	82440000	chr1-82435000	untested	untested
	chr1	82655000	82660000	chr1-82655000	untested	untested
	chr1	82735000	82740000	chr1-82735000	untested	untested
	chr1	82985000	82990000	chr1-82985000	untested	untested
	chr1	82990000	82995000	chr1-82990000	untested	untested
	chr1	83000000	83005000	chr1-83000000	untested	untested
	chr1	83010000	83015000	chr1-83010000	untested	untested
	chr1	84060000	84065000	chr1-84060000	untested	untested
	chr1	84075000	84080000	chr1-84075000	untested	untested
	chr1	79960000	79965000	chr1-79960000	untested	untested
	chr1	81040000	81045000	chr1-81040000	untested	untested
	chr1	81370000	81375000	chr1-81370000	untested	untested
	chr1	81600000	81605000	chr1-81600000	untested	untested
	chr1	81705000	81710000	chr1-81705000	untested	untested
